Rank,Athlete,Year,Team,Time,Distance,Points,Meet,Meet Date,Wind,Event,Conference,Gender,Event_ID
20,"Black, JD",JR-3,Grove City,,50.66m,,Grove City College Mini Invita,5-Apr-23,,Javelin,AARTFC,Men,41
21,"Wiley, Ethan",FR-1,Grove City,,50.57m,,Dave Labor Invitational,31-Mar-23,,Javelin,AARTFC,Men,41
1,"Deal, Isabelle",JR-3,Ursinus,,45.26m,,Larry Ellis Invitational 2023,14-Apr-23,,Javelin,AARTFC,Women,42
2,"Snyder, Alexandra",SO-2,Misericordia,,42.35m,,Misericordia Twilight 2023,4-Apr-23,,Javelin,AARTFC,Women,42
3,"Miller, Erin",JR-3,Elizabethtown,,41.79m,,Bison Outdoor Classic,14-Apr-23,,Javelin,AARTFC,Women,42
4,"Heuler, Rebecca",SO-2,Brockport St.,,40.01m,,Bison Outdoor Classic,14-Apr-23,,Javelin,AARTFC,Women,42
5,"Campanile, Megan",FR-1,Stockton,,39.52m,,Larry Ellis Invitational 2023,14-Apr-23,,Javelin,AARTFC,Women,42
6,"Badger, Valerie",FR-1,Misericordia,,39.26m,,Misericordia Twilight 2023,4-Apr-23,,Javelin,AARTFC,Women,42
7,"Balaski, Julia",FR-1,PSU-Behrend,,38.10m,,Carnegie Mellon Track & Field Invitational,24-Mar-23,,Javelin,AARTFC,Women,42
8,"Daubenmire, Erynn",SR-4,Westminster (Pa.),,37.88m,,Grove City College Mini Invita,5-Apr-23,,Javelin,AARTFC,Women,42
9,"Machida, Ayaka",JR-3,SUNY Geneseo,,37.45m,,Geneseo Early Season Invitational,2-Apr-23,,Javelin,AARTFC,Women,42
10,"Zambetti, Leah",FR-1,Marywood,,37.31m,,King's College Monarch Invitational,18-Mar-23,,Javelin,AARTFC,Women,42
11,"Seyfert, Lily",FR-1,Ithaca,,36.40m,,Cortland Red Dragon Open,8-Apr-23,,Javelin,AARTFC,Women,42
12,"Binkley, Ainslee",FR-1,Susquehanna,,35.85m,,2023 Jim Taylor Invite,24-Mar-23,,Javelin,AARTFC,Women,42
13,"Klimow, Skyler",FR-1,SUNY Geneseo,,35.79m,,RIT Invitational,8-Apr-23,,Javelin,AARTFC,Women,42
14,"Byrd, Moriah",JR-3,Ithaca,,35.74m,,Doc Jopson Track & Field Invitational,25-Mar-23,,Javelin,AARTFC,Women,42
15,"McLeod, Delaynee",JR-3,Susquehanna,,34.77m,,2023 Danny Curran Invitational,30-Mar-23,,Javelin,AARTFC,Women,42
16,"Lorio, Lily",JR-3,TCNJ,,34.75m,,Larry Ellis Invitational 2023,14-Apr-23,,Javelin,AARTFC,Women,42
17,"Brady, Rachel",FR-1,Westminster (Pa.),,34.60m,,Tomcat Invitational,15-Apr-23,,Javelin,AARTFC,Women,42
1,"Barre, Elizabeth",SR-4,Carnegie Mellon,,,5017,2023 Susquehanna Easter Invite,8-Apr-23,,Heptathlon,AARTFC,Women,43
2,"Bruce, Logan",SR-4,Ithaca,,,4988,Bison Outdoor Classic,14-Apr-23,,Heptathlon,AARTFC,Women,43
3,"Kadiri, Victoria",SO-2,Johns Hopkins,,,4635,Bison Outdoor Classic,14-Apr-23,,Heptathlon,AARTFC,Women,43
4,"Bruncaj, Eliza",SO-2,TCNJ,,,4533,2023 Messiah Multi/Invitational,13-Apr-23,,Heptathlon,AARTFC,Women,43
5,"Alderfer, Hannah",SO-2,Susquehanna,,,4368,2023 Susquehanna Easter Invite,8-Apr-23,,Heptathlon,AARTFC,Women,43
6,"Heffernan, Ashley",JR-3,Rochester,,,4334,Brockport Multi & Invitational,14-Apr-23,,Heptathlon,AARTFC,Women,43
7,"Yoder, Chloe",JR-3,Susquehanna,,,4260,2023 Susquehanna Easter Invite,8-Apr-23,,Heptathlon,AARTFC,Women,43
8,"Vezzosi, Emma",SR-4,Grove City,,,4205,Bison Outdoor Classic,14-Apr-23,,Heptathlon,AARTFC,Women,43
9,"Meyer, Liana",JR-3,Stevens,,,4177,2023 Messiah Multi/Invitational,13-Apr-23,,Heptathlon,AARTFC,Women,43
10,"Taggart, Emma",JR-3,Alfred State,,,3985,2023 Susquehanna Easter Invite,8-Apr-23,,Heptathlon,AARTFC,Women,43
11,"Donoho, Jaclyn",FR-1,Johns Hopkins,,,3851,Bison Outdoor Classic,14-Apr-23,,Heptathlon,AARTFC,Women,43
12,"LaBonte, Cecelia",FR-1,Ithaca,,,3770,Bison Outdoor Classic,14-Apr-23,,Heptathlon,AARTFC,Women,43
13,"Spila, Anne",SO-2,Alfred,,,3766,2023 Messiah Multi/Invitational,13-Apr-23,,Heptathlon,AARTFC,Women,43
14,"Talmadge, AnJalyna",SO-2,Cortland St.,,,3702,2023 Susquehanna Easter Invite,8-Apr-23,,Heptathlon,AARTFC,Women,43
15,"Durso, Bianca",JR-3,Alfred,,,3591,2023 Messiah Multi/Invitational,13-Apr-23,,Heptathlon,AARTFC,Women,43
16,"Baker, Madison",SR-4,Brockport St.,,,3345,Brockport Multi & Invitational,14-Apr-23,,Heptathlon,AARTFC,Women,43
17,"Savic, Iva",SR-4,Rochester,,,3320,Brockport Multi & Invitational,14-Apr-23,,Heptathlon,AARTFC,Women,43
1,"Rich, Thomas",JR-3,Carnegie Mellon,,,6556,2023 Susquehanna Easter Invite,8-Apr-23,,Decathlon,AARTFC,Men,44
2,"Angelone, Aeden",JR-3,Rochester,,,6401,Brockport Multi & Invitational,14-Apr-23,,Decathlon,AARTFC,Men,44
3,"Engler, Jason",SR-4,TCNJ,,,6374,2023 Messiah Multi/Invitational,13-Apr-23,,Decathlon,AARTFC,Men,44
4,"Masser, Joey",JR-3,Susquehanna,,,6255,2023 Susquehanna Easter Invite,8-Apr-23,,Decathlon,AARTFC,Men,44
5,"Opsahl, Alex",SR-4,Rochester,,,6076,Brockport Multi & Invitational,14-Apr-23,,Decathlon,AARTFC,Men,44
6,"Yeager, Malachi",JR-3,Houghton,,,5792,Bison Outdoor Classic,14-Apr-23,,Decathlon,AARTFC,Men,44
7,"Bulger, Ben",SO-2,Susquehanna,,,5733,2023 Susquehanna Easter Invite,8-Apr-23,,Decathlon,AARTFC,Men,44
8,"Serp, Ryan",SR-4,Cortland St.,,,5665,2023 Susquehanna Easter Invite,8-Apr-23,,Decathlon,AARTFC,Men,44
9,"Lund, Aaron",FR-1,Nazareth,,,5647,Brockport Multi & Invitational,14-Apr-23,,Decathlon,AARTFC,Men,44
10,"Dunlap, Gabe",JR-3,Grove City,,,5573,Bison Outdoor Classic,14-Apr-23,,Decathlon,AARTFC,Men,44
11,"Thyne, Gabe",SO-2,Rochester,,,5547,Brockport Multi & Invitational,14-Apr-23,,Decathlon,AARTFC,Men,44
12,"Smith, Rowan",FR-1,Susquehanna,,,5491,2023 Susquehanna Easter Invite,8-Apr-23,,Decathlon,AARTFC,Men,44
13,"Battle, Jeremiah",JR-3,Stevenson,,,5488,2023 Messiah Multi/Invitational,13-Apr-23,,Decathlon,AARTFC,Men,44
14,"Pomykaj, Jack",FR-1,Nazareth,,,5292,Brockport Multi & Invitational,14-Apr-23,,Decathlon,AARTFC,Men,44
15,"Szemcsak, Ian",FR-1,Brockport St.,,,5282,Brockport Multi & Invitational,14-Apr-23,,Decathlon,AARTFC,Men,44
16,"Walter, Derek",JR-3,Alfred State,,,5239,2023 Susquehanna Easter Invite,8-Apr-23,,Decathlon,AARTFC,Men,44
17,"Bowers, Josiah",SR-4,St. John Fisher,,,5113,Brockport Multi & Invitational,14-Apr-23,,Decathlon,AARTFC,Men,44
